index,title,topic,source,rating,provider,model,prompt_file,temperature,raw_json
10,"editorial: six months after california's landmark police transparency law, many agencies still won't release their records",crime,USA TODAY,center,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""editorial: six months after california's landmark police transparency law, many agencies still won't release their records"",
  ""topic"": ""crime"",
  ""source"": ""USA TODAY"",
  ""rating"": ""center"",
  ""annotations"": [
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""name-calling"",
      ""text"": ""many police departments believe that compliance with the law is optional"",
      ""openFeedback"": ""Labels the police departments as viewing the law as optional to discredit their resistance."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""name-calling"",
      ""text"": ""Law enforcement in San Francisco is deliberately sandbagging the release of these records"",
      ""openFeedback"": ""Uses the charged term 'sandbagging' to characterize police conduct negatively."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""demonization"",
      ""text"": ""This is lawless conduct, and it's depriving the public from the right to know"",
      ""openFeedback"": ""Uses 'lawless conduct' to frame the police as being beyond the rule of law."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""Persuasive Propaganda"",
      ""subcategory"": ""doubt"",
      ""text"": ""Becerra's obvious bias toward the police groups could prove an obstacle, too"",
      ""openFeedback"": ""Casts doubt on the integrity and neutrality of the Attorney General."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""No one least of all the agencies that have sworn to protect and serve the public should be allowed to thwart the law. This commentary is from The Chronicle's editorial board. We invite you to express your views in a letter to the editor. Please submit your letter via our online form: SFChronicle.com/letters ."",
      ""openFeedback"": ""This paragraph serves as a closing editorial statement without specific inflammatory or propaganda techniques as defined."",
      ""paragraphIndex"": 3
    }
  ]
}"
11,BuzzFeed Journalists Protest in Push for Union Recognition,politics,Bloomberg,center,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""BuzzFeed Journalists Protest in Push for Union Recognition"",
  ""topic"": ""politics"",
  ""source"": ""Bloomberg"",
  ""rating"": ""center"",
  ""annotations"": [
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""Paragraph describes union protest events neutrally without resorting to inflammatory or propagandistic framing."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""Paragraph provides a factual account of the union's grievances and the company's management position."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""Paragraph outlines the context of media industry layoffs and the motivation for collective bargaining without using polarizing language."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""Paragraph provides factual reporting on corporate negotiations and contact information."",
      ""paragraphIndex"": 3
    }
  ]
}"
12,DC mayor says Trump's Fourth of July celebration emptied security fund,politics,USA TODAY,center,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""DC mayor says Trump's Fourth of July celebration emptied security fund"",
  ""topic"": ""politics"",
  ""source"": ""USA TODAY"",
  ""rating"": ""center"",
  ""annotations"": [
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""The paragraph is descriptive and journalistic regarding the location and event details."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""This paragraph reports on the content of a letter and budget constraints without using inflammatory or propagandistic language."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""These are headlines summarizing other articles and do not constitute independent inflammatory content."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""The paragraph summarizes administrative budget requests and does not rely on polarizing rhetoric."",
      ""paragraphIndex"": 3
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""The paragraph provides a neutral description of the events that took place during the celebration."",
      ""paragraphIndex"": 4
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""The paragraph describes political criticism and protest symbols in a reporting style."",
      ""paragraphIndex"": 5
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""This contains link placeholders and factual descriptions of documented scuffles."",
      ""paragraphIndex"": 6
    }
  ]
}"
13,Protest in Madrid as conservatives suspend ban on most polluting cars,environmental issues,Reuters,center,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""Protest in Madrid as conservatives suspend ban on most polluting cars"",
  ""topic"": ""environmental issues"",
  ""source"": ""Reuters"",
  ""rating"": ""center"",
  ""annotations"": [
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""The paragraph reports on protest events and policy changes using neutral, descriptive language."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""Persuasive Propaganda"",
      ""subcategory"": ""slogans"",
      ""text"": ""Yes we can, I do want Madrid central"",
      ""openFeedback"": ""Protesters are chanting a short, memorable phrase to express support for their cause."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""This paragraph provides individual perspectives and compares policies without using inflammatory or propagandistic framing."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""no polarizing language selected"",
      ""openFeedback"": ""The paragraph provides a factual account of the city's policy status and European legal context."",
      ""paragraphIndex"": 3
    }
  ]
}"
14,tutankhamun sculpture's london auction sparks egyptian outcry,health,Associated Press,center,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""tutankhamun sculpture's london auction sparks egyptian outcry"",
  ""topic"": ""health"",
  ""source"": ""Associated Press"",
  ""rating"": ""center"",
  ""annotations"": [
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""A 3,000-year-old head sculpture of an eternally-young Tutankhamun -- the Egyptian pharaoh known as King Tut -- goes under the hammer this week in London despite an outcry from Cairo."",
      ""openFeedback"": ""The paragraph provides neutral factual reporting on the auction event and the resulting outcry."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Former antiquities minister Zahi Hawass told AFP on Sunday that the piece appears to have been \""stolen\"" in the 1970s from the Karnak Temple complex of Egypt's great monuments."",
      ""openFeedback"": ""Reporting on accusations made by a public figure regarding the provenance of the artifact."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Tutankhamun is thought to have become a pharaoh at the age of nine and to have died about 10 years later."",
      ""openFeedback"": ""Historical context provided without loaded or propagandistic language."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""The ministry also asked the UN cultural body UNESCO to halt Christie's sale."",
      ""openFeedback"": ""Neutral description of administrative actions taken by the Egyptian government."",
      ""paragraphIndex"": 3
    }
  ]
}"
15,meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace.,crime,Chicago Tribune,center,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""meghan markle has been branded 'difficult' by tabloids. it's the same sexism that demonizes driven women in the workplace."",
  ""topic"": ""crime"",
  ""source"": ""Chicago Tribune"",
  ""rating"": ""center"",
  ""annotations"": [
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""name-calling"",
      ""text"": ""Tabloids have reported that Meghan Markle is known among palace staff as \""duchess difficult,\"" Me-Gain,\"" and \""Hurricane Meghan.\"""",
      ""openFeedback"": ""Uses negative nicknames to label a person."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""demonization"",
      ""text"": ""It rings of the sexism that often demonizes driven women as \""abrasive\"" or \""bossy\"" while men are praised for being \""aggressive.\"""",
      ""openFeedback"": ""Claims that the criticism of women is rooted in sexism and demonization."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""People love tearing down powerful women by dismissing them as difficult divas. Visit INSIDER's homepage for more stories."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""name-calling"",
      ""text"": ""reports have surfaced featuring unflattering nicknames for the Duchess of Sussex such as \"" duchess difficult, \"" \"" Me-Gain, \"" and \"" Hurricane Meghan .\"""",
      ""openFeedback"": ""Highlights derogatory nicknames used by the media."",
      ""paragraphIndex"": 3
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""The supposed grievances that have earned Markle these titles include waking up at 5 a.m., \""bombarding\"" her aides with texts , and holding \""undercover\"" meetings with British citizens affiliated with charitable causes."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 4
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Angela Levin, royal biographer and author of \""Harry: Conversations with the Prince,\"" also said in the CBS special \""Harry and Meghan Plus One\"" that Markle is \""not popular\"" among Prince Harry's friends because \""they seem to think that she's running the show.\"""",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 5
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Indeed, Markle is already the patron of four different organizations, two of which were handed down to her directly by Queen Elizabeth ."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 6
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""She's also been known to break royal protocol when interacting with the public the way Princess Diana often did."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 7
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""She opts for hugs over handshakes, wears pantsuits instead of more traditional royal formal wear , and is a proud feminist which is perhaps enough to ruffle some feathers in British high society."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 8
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Read more : Every time Meghan Markle broke royal protocol Controversy surrounding Markle's role in the royal family is not new"",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 9
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Even before she and Harry were engaged, Markle was subject to such a volatile \"" wave of abuse and harassment \"" from members of the press and anonymous trolls that Harry's communications secretary issued a rare statement condemning the \""outright sexism and racism\"" she faced."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 10
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""The scrutiny has only intensified since the royal couple married last year and welcomed their son Archie in May, thrusting them even further into the public eye."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 11
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""These days, Markle is being labeled \""difficult\"" and unpopular because it seems that she's \""running the show.\"""",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 12
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""This type of gender bias is also not new."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 13
    },
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""demonization"",
      ""text"": ""Disparaging Markle for having too many ideas or caring too much about charity work rings of the sexism that often demonizes driven women"",
      ""openFeedback"": ""Claims that the media's framing demonizes women."",
      ""paragraphIndex"": 14
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""A 2012 study published in Research in Organizational Behavior found that descriptive gender stereotypes (ideas about what women are like) and prescriptive gender stereotypes (ideas about what women should be like) impede women's professional advancement ."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 15
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""When women exhibit a more assertive leadership style stereotypically associated with men, they face \""disapproval and social penalties\"" that keep them from getting promoted."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 16
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""One study of women in tech published in Fortune found that women are more often called \""abrasive\"" and \""bossy\"" in performance reviews while men are praised for being \""aggressive.\"""",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 17
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""A Skyline Group International report also found that \"" Women who check detailed progress every day are seen as micromanaging and bossy \"" and that \""employees are more receptive to women in leadership who present themselves with poise and authenticity.\"""",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 18
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""All of Markle's supposed transgressions - waking up early, sending ideas and delegating tasks to her staff, holding meetings with potential partners - sound like a woman with ambition."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 19
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""What's truly \""difficult\"" is why people feel the need to ridicule her for it."",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 20
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Read more: Prince Philip reportedly told Prince Harry not to marry Meghan Markle because 'one steps out with actresses, one doesn't marry them' Meghan Markle has overtaken Kate Middleton as the most influential royal style icon, according to a fashion search platform Every time Meghan Markle broke royal protocol Meghan Markle's official job title is 'Princess of the United Kingdom.' Here's what her role actually involves"",
      ""openFeedback"": ""No polarizing language found."",
      ""paragraphIndex"": 21
    }
  ]
}"
16,Biden criticizes Amazon for paying $0 in corporate taxes,politics,The Hill,center,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""Biden criticizes Amazon for paying $0 in corporate taxes"",
  ""topic"": ""politics"",
  ""source"": ""The Hill"",
  ""rating"": ""center"",
  ""annotations"": [
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Former Vice President Joe Biden on Thursday criticized online retail giant Amazon for paying nothing in corporate taxes last year"",
      ""openFeedback"": ""The paragraph reports on statements made by a political figure regarding tax policy."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""Persuasive Propaganda"",
      ""subcategory"": ""slogans"",
      ""text"": ""We need to reward work, not just wealth."",
      ""openFeedback"": ""This phrase acts as a short, memorable slogan meant to mobilize support for a specific economic viewpoint."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""A report from the Institute on Taxation and Economic Policy earlier this year found that 60 Fortune 500 companies"",
      ""openFeedback"": ""This paragraph provides factual context regarding tax reporting."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""name-calling"",
      ""text"": ""former employees who said they were treated inhumanely at the facilities"",
      ""openFeedback"": ""The use of the word 'inhumanely' functions as a loaded descriptor to characterize working conditions without providing evidence."",
      ""paragraphIndex"": 3
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""In a statement to The Hill, an Amazon spokesperson defended the company's record on taxes."",
      ""openFeedback"": ""The paragraph summarizes a corporate defense statement regarding tax obligations."",
      ""paragraphIndex"": 4
    },
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""demonization"",
      ""text"": ""Amazon crushes small companies by copying the goods they sell on the Amazon Marketplace"",
      ""openFeedback"": ""The use of 'crushes' paints the company as a predatory and destructive force, aiming to provoke hostility."",
      ""paragraphIndex"": 5
    },
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""name-calling"",
      ""text"": ""The company has also drawn the ire of President Trump, who has insulted CEO Jeff Bezos"",
      ""openFeedback"": ""Reporting on political conflict using terms like 'ire' and 'insulted' to frame the interaction."",
      ""paragraphIndex"": 6
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""The president has accused the Post of being biased against him. Earlier this week, Trump accused Amazon of colluding"",
      ""openFeedback"": ""The paragraph reports on specific accusations made by the President."",
      ""paragraphIndex"": 7
    }
  ]
}"
17,trump vows to cure cancer and eradicate aids,legal arguments,USA TODAY,center,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""trump vows to cure cancer and eradicate aids"",
  ""topic"": ""legal arguments"",
  ""source"": ""USA TODAY"",
  ""rating"": ""center"",
  ""annotations"": [
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""As President Trump officially kicked off his 2020 campaign in Orlando Tuesday night, he made sweeping promises to tackle two of mankind's most dreaded diseases."",
      ""openFeedback"": ""The text describes campaign promises and event details without using loaded or inflammatory language."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""In 2018, an estimated 1,735,350 new cases of cancer were diagnosed in the United States and 609,640 people died from the disease, according to the American Cancer Society 's latest statistics."",
      ""openFeedback"": ""This paragraph reports statistical data provided by a third-party organization."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""In its 2020 budget proposal, the Trump administration has requested $291 million for the first phase of an initiative to reduce new HIV infections in the U.S."",
      ""openFeedback"": ""The text provides factual descriptions of budgetary proposals."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Mr. Trump, who has called for the creation of a military Space Force , also spoke again about sending astronauts to the Red Planet."",
      ""openFeedback"": ""The text describes policy stances without using charged language."",
      ""paragraphIndex"": 3
    }
  ]
}"
18,donald trump's criminal justice reform shows results,politics,National Review,right,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""donald trump's criminal justice reform shows results"",
  ""topic"": ""politics"",
  ""source"": ""National Review"",
  ""rating"": ""right"",
  ""annotations"": [
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Most people are not aware of the First Step Act, signed into law by President Trump in December of 2018."",
      ""openFeedback"": ""The paragraph provides historical and policy context without using loaded or inflammatory language."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Not everyone has family members or friends. Not all have support systems. Many are released without any source of income."",
      ""openFeedback"": ""The paragraph describes the difficulties faced by ex-inmates through a narrative case study without using propaganda techniques."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""Persuasive Propaganda"",
      ""subcategory"": ""causal oversimplification"",
      ""text"": ""A death knell against winning at the polls is to appear \""soft on crime,\"" generally measured in sentencing practices."",
      ""openFeedback"": ""The author oversimplifies the complex motivations behind judicial sentencing practices by attributing them solely to the desire to appear tough on crime."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""demonization"",
      ""text"": ""it is little more than a system for warehousing human beings."",
      ""openFeedback"": ""The term 'warehousing human beings' characterizes the prison system as inhumane and corrupt, designed to dehumanize those within it."",
      ""paragraphIndex"": 3
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Russia is second, at 581 per 100,000. We need to do better. The First Step Act is a great start."",
      ""openFeedback"": ""The paragraph provides statistical comparisons and a concluding opinion on policy without using manipulative language."",
      ""paragraphIndex"": 4
    }
  ]
}"
19,GOP lawmaker suggests Colin Kaepernick move to a different country,politics,Breitbart News,right,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""GOP lawmaker suggests Colin Kaepernick move to a different country"",
  ""topic"": ""politics"",
  ""source"": ""Breitbart News"",
  ""rating"": ""right"",
  ""annotations"": [
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Rep. Mo Brooks, an Alabama Republican, suggested former NFL quarterback Colin Kaepernick should consider moving to another country if he is unhappy with the United States."",
      ""openFeedback"": ""Reporting on a quote from a lawmaker is descriptive and lacks clear inflammatory or propaganda intent in this context."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""After the company shipped the shoes to retailers, Nike asked for them to be returned. In a statement, Nike spokeswoman Sandra Carreon-John said"",
      ""openFeedback"": ""Providing context regarding the Nike decision and flag history is factual reporting."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""name-calling"",
      ""text"": ""Brooks said there are some \""very radical people in the United States of America who don't like America.\"""",
      ""openFeedback"": ""Labeling individuals as 'very radical' who 'don't like America' constitutes name-calling."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""Persuasive Propaganda"",
      ""subcategory"": ""exaggeration"",
      ""text"": ""All of these things that we enjoy he seems to frown upon, and so I just assume he'd leave."",
      ""openFeedback"": ""Characterizing a specific protest as 'frowning upon' everything Americans enjoy is an exaggeration."",
      ""paragraphIndex"": 3
    }
  ]
}"
20,Trump hits polling on Fox News: 'Something weird going on at Fox',politics,Fox News,right,gemini,gemini-3.1-flash-lite,/Users/kathleenhiggins/mturkstudy-3/src/dataset_comparison_scripts/prompt_versions/dr_bagozzi_codebook_addendum.md,0.0,"{
  ""title"": ""Trump hits polling on Fox News: 'Something weird going on at Fox'"",
  ""topic"": ""politics"",
  ""source"": ""Fox News"",
  ""rating"": ""right"",
  ""annotations"": [
    {
      ""category"": ""Inflammatory Language"",
      ""subcategory"": ""name-calling"",
      ""text"": ""They were against Crooked Hillary also."",
      ""openFeedback"": ""Using a loaded derogatory label to discredit a political opponent."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""Persuasive Propaganda"",
      ""subcategory"": ""doubt"",
      ""text"": ""More Fake News @BretBaier"",
      ""openFeedback"": ""Undermining the credibility of a journalist and the institution."",
      ""paragraphIndex"": 0
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Fox News on Sunday released a poll that showed Trump trailing five Democratic presidential contenders in hypothetical 2020 match-ups."",
      ""openFeedback"": ""This paragraph reports on poll results neutrally."",
      ""paragraphIndex"": 1
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""The survey showed former Vice President Joe Biden leading Trump by 10 points."",
      ""openFeedback"": ""This paragraph provides factual survey data without loaded language."",
      ""paragraphIndex"": 2
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Three other Democratic candidates - Sen. Elizabeth Warren (D-Mass.), Sen. Kamala Harris (D-Calif.) and South Bend, Ind., Mayor Pete Buttigieg - also polled ahead of Trump"",
      ""openFeedback"": ""Reporting on polling statistics without inflammatory or persuasive framing."",
      ""paragraphIndex"": 3
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""A Quinnipiac University survey released last week also showed Trump trailing a number of Democratic contenders, including Biden by 13 points."",
      ""openFeedback"": ""This paragraph summarizes public polling data."",
      ""paragraphIndex"": 4
    },
    {
      ""category"": ""Persuasive Propaganda"",
      ""subcategory"": ""exaggeration"",
      ""text"": ""The president tweeted earlier Monday that \""only fake polls\"" showed him behind 2020 Democrats"",
      ""openFeedback"": ""Dismissing all unfavorable data as 'fake' is an exaggeration to discredit the reports."",
      ""paragraphIndex"": 5
    },
    {
      ""category"": ""Persuasive Propaganda"",
      ""subcategory"": ""slogans"",
      ""text"": ""MAKE AMERICA GREAT AGAIN!"",
      ""openFeedback"": ""A well-known political slogan used to promote the candidate's campaign."",
      ""paragraphIndex"": 5
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""The new comments from Trump came just a day after news surfaced that his campaign had cut ties with some of its pollsters"",
      ""openFeedback"": ""This is a factual account of recent campaign events."",
      ""paragraphIndex"": 6
    },
    {
      ""category"": ""No Polarizing language"",
      ""subcategory"": ""no polarizing language"",
      ""text"": ""Trump is known to have a cordial relationship with many Fox News personalities and has appeared on the network more than any other."",
      ""openFeedback"": ""This is a factual description of the relationship between the subject and the media outlet."",
      ""paragraphIndex"": 7
    },
    {
      ""category"": ""Persuasive Propaganda"",
      ""subcategory"": ""doubt"",
      ""text"": ""He said in May that Fox News host Chris Wallace was \""wasting airtime\"" by hosting a town hall"",
      ""openFeedback"": ""Attempting to discredit the legitimacy of a journalist's editorial choices."",
      ""paragraphIndex"": 8
    }
  ]
}"
