cluster_id,article_title,paragraph_index,representative_span,source_count,candidate_count,accept_score,threshold,accepted,final_category,final_subcategory,sources
protest in madrid as conservatives suspend ban o__p0__c2,Protest in Madrid as conservatives suspend ban on most polluting cars,0,"Yes we can, I do want Madrid central",2,2,0.564103,0.5,True,Persuasive Propaganda,slogans,adjudicated_prompt2|gpt5mini_prompt5
protest in madrid as conservatives suspend ban o__p0__c3,Protest in Madrid as conservatives suspend ban on most polluting cars,0,I want to breathe free,1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
missouris only abortion clinic to remain open af__p1__c1,Missouri's only abortion clinic to remain open after judge's injunction holds,1,medically unnecessary hoops and regulations,3,3,0.820513,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
missouris only abortion clinic to remain open af__p2__c1,Missouri's only abortion clinic to remain open after judge's injunction holds,2,whittle down Missouri residents' access to abortion,2,2,0.564103,0.5,True,Persuasive Propaganda,casual oversimplification,adjudicated_prompt2|gpt5mini_prompt5
missouris only abortion clinic to remain open af__p2__c2,Missouri's only abortion clinic to remain open after judge's injunction holds,2,medically unnecessary requirement,2,2,0.538462,0.5,True,Persuasive Propaganda,doubt,gemini_flash_prompt5|gpt5mini_prompt5
the day the reds played a role in the womens suf__p2__c1,the day the reds played a role in the women's suffrage moment,2,Votes for Women,1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
the day the reds played a role in the womens suf__p2__c2,the day the reds played a role in the women's suffrage moment,2,Women Hate Coaching from the Sidelines,1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
the day the reds played a role in the womens suf__p2__c3,the day the reds played a role in the women's suffrage moment,2,Let Women win the Vote in One Inning,2,2,0.564103,0.5,True,Persuasive Propaganda,slogans,adjudicated_prompt2|gpt5mini_prompt5
green iguana florida says kill them whenever pos__p0__c1,Green iguana: Florida says kill them 'whenever possible',0,Iguanas can also be killed year-round and without a permit on 22 public lands in south Florida,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
green iguana florida says kill them whenever pos__p0__c2,Green iguana: Florida says kill them 'whenever possible',0,encourages homeowners to kill green iguanas on their own property whenever possible,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
green iguana florida says kill them whenever pos__p2__c1,Green iguana: Florida says kill them 'whenever possible',2,"They will destroy agriculture, undermine roads, cause electrical transformers to fail",2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
green iguana florida says kill them whenever pos__p2__c2,Green iguana: Florida says kill them 'whenever possible',2,There is no alternative for the problems.,1,1,0.282051,0.5,False,Persuasive Propaganda,casual oversimplification,gpt5mini_prompt5
green iguana florida says kill them whenever pos__p2__c3,Green iguana: Florida says kill them 'whenever possible',2,green mini-monsters,2,2,0.538462,0.5,True,Inflammatory Language,name-calling,gemini_flash_prompt5|gpt5mini_prompt5
putin after three days says firehit russian subm__p3__c1,"Putin, after three days, says fire-hit Russian submarine was nuclear-powered",3,A tribute to the men accompanying the photograph called them heroes,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
jailed daughter of late uzbek leader says gave s__p0__c1,jailed daughter of late uzbek leader says gave state $1.2 bn,0,the late strongman Islam Karimov,2,2,0.564103,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gpt5mini_prompt5
jailed daughter of late uzbek leader says gave s__p2__c1,jailed daughter of late uzbek leader says gave state $1.2 bn,2,"member of an ""organised criminal group""",1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
jailed daughter of late uzbek leader says gave s__p3__c1,jailed daughter of late uzbek leader says gave state $1.2 bn,3,Uzbekistan's long-reigning hardliner,2,2,0.564103,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gpt5mini_prompt5
acting border chief will step down as migrant ch__p2__c1,acting border chief will step down as migrant children are returned to texas facility,2,I personally don't believe these allegations,2,2,0.564103,0.5,True,Persuasive Propaganda,doubt,adjudicated_prompt2|gpt5mini_prompt5
death of kendall county deputy reminds police of__p2__c1,death of kendall county deputy reminds police officers to use caution during traffic stops,2,It's not safe at all for them to be outside the vehicle,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
death of kendall county deputy reminds police of__p2__c2,death of kendall county deputy reminds police officers to use caution during traffic stops,2,they're the ones getting hurt,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
one dead as dr congo police break up banned marc__p1__c1,one dead as dr congo police break up banned marches,1,confuse democracy with anarchy,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
one dead as dr congo police break up banned marc__p3__c1,one dead as dr congo police break up banned marches,3,"""puppet"" of his predecessor Joseph Kabila",3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
mueller agrees to testify before 2 house panels __p0__c1,Mueller agrees to testify before 2 House panels next month,0,the back-to-back hearings before the House Judiciary and Intelligence committees promise to be must-see television,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
florida cracks down on plastic surgery centers b__p0__c1,"Florida cracks down on plastic surgery centers, becoming among toughest states",0,bad actors in surgery centers,2,2,0.564103,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gpt5mini_prompt5
florida cracks down on plastic surgery centers b__p1__c1,"Florida cracks down on plastic surgery centers, becoming among toughest states",1,clinics opened by felons,1,1,0.282051,0.5,False,Inflammatory Language,scapegoating,gpt5mini_prompt5
conservative party members would rather break up__p0__c1,conservative party members would rather break up the united kingdom than stop brexit,0,break up the United Kingdom and destroy their own party,3,5,0.717949,0.5,True,Persuasive Propaganda,exaggeration,claude_haiku_prompt5|gemini_flash_prompt5|gpt5mini_prompt5
conservative party members would rather break up__p1__c1,conservative party members would rather break up the united kingdom than stop brexit,1,see the Brexit Party as their biggest threat,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
conservative party members would rather break up__p1__c2,conservative party members would rather break up the united kingdom than stop brexit,1,destruction of their own party,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
conservative party members would rather break up__p2__c1,conservative party members would rather break up the united kingdom than stop brexit,2,see the Brexit Party as a big threat to them,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
conservative party members would rather break up__p2__c2,conservative party members would rather break up the united kingdom than stop brexit,2,banish Remainers from cabinet,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
flynns new lawyer is a mueller critic praised by__p0__c1,"Flynn's new lawyer is a Mueller critic, praised by Trump",0,"calling Sidney Powell a ""GREAT LAWYER"" and wishing luck",1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
flynns new lawyer is a mueller critic praised by__p0__c2,"Flynn's new lawyer is a Mueller critic, praised by Trump",0,repeatedly denigrated the Russia investigation,2,2,0.461538,0.5,False,Persuasive Propaganda,doubt,claude_haiku_prompt5|gpt5mini_prompt5
flynns new lawyer is a mueller critic praised by__p1__c1,"Flynn's new lawyer is a Mueller critic, praised by Trump",1,Licensed to Lie: Exposing Corruption in the Department of Justice,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
flynns new lawyer is a mueller critic praised by__p1__c2,"Flynn's new lawyer is a Mueller critic, praised by Trump",1,Creeps on a Mission,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
flynns new lawyer is a mueller critic praised by__p2__c1,"Flynn's new lawyer is a Mueller critic, praised by Trump",2,whether his actions amounted to treason,2,2,0.564103,0.5,True,Inflammatory Language,demonization,adjudicated_prompt2|gpt5mini_prompt5
you can try apples new iphone and ipad software __p3__c1,"You can try Apple's new iPhone and iPad software now, here's how to get it",3,adds a ton of new features,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
shark bites child in third north carolina attack__p2__c1,shark bites child in third north carolina attack this season,2,beaches get more and more populated,1,1,0.282051,0.5,False,Persuasive Propaganda,casual oversimplification,gpt5mini_prompt5
man arrested for running over pregnant woman 2ye__p0__c1,"man arrested for running over pregnant woman, 2-year-old son, police say",0,how could somebody be this evil and do this,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
man arrested for running over pregnant woman 2ye__p1__c1,"man arrested for running over pregnant woman, 2-year-old son, police say",1,kill all the meth addicts,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
24000 pounds of garbage were just removed from m__p2__c1,"24,000 pounds of garbage were just removed from Mount Everest, leading to the discovery of four dead bodies",2,contributed to the chaos on the mountain and the excessive amount of trash,3,3,0.820513,0.5,True,Inflammatory Language,scapegoating,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
empty and abandoned haunting pictures show the r__p3__c1,"empty and abandoned, haunting pictures show the remains of wooden home on georgia plantation that horrified actress fanny kemble so much it inspired her to publish her famous anti-slavery journal",3,best milk east of the Mississippi,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
hundreds gather in morgan hill at vigil honoring__p2__c1,Hundreds Gather in Morgan Hill at Vigil Honoring Ford Dealership Shooting Victims,2,"""Definitely a gentle giant, just a family man,""",1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
verizon now sells a 100 tracking device with one__p2__c1,Verizon now sells a $100 tracking device with one year of free service,2,carriers having been so careless with your own personal location data,2,2,0.538462,0.5,True,Inflammatory Language,name-calling,gemini_flash_prompt5|gpt5mini_prompt5
demonstrators against phoenix police at city cou__p0__c1,demonstrators against phoenix police at city council meeting,0,many view as racist,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
93yearold woman arrested by uk police to complet__p0__c1,93-year-old woman arrested by UK police to complete her bucket list,0,United Kingdom's least wanted list of fugitives,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
jaden smith opens free vegan food truck for the __p0__c1,Jaden Smith opens free vegan food truck for the homeless,0,"Giving People What They Deserve, Healthy, Vegan Food For Free",1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
uber eats with guns mike pompeo allegedly had hi__p1__c1,'Uber Eats with Guns': Mike Pompeo allegedly had his taxpayer-funded security detail pick up his Chinese food and walk his dog,1,UberEats with guns,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
uber eats with guns mike pompeo allegedly had hi__p2__c1,'Uber Eats with Guns': Mike Pompeo allegedly had his taxpayer-funded security detail pick up his Chinese food and walk his dog,2,Just one more thing killing morale at the department,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
shawnee mission school district employee accused__p2__c1,shawnee mission school district employee accused of stealing over $12k from district,2,some of the most egregious losses,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
mike pence of course migrant children should hav__p1__c1,"Mike Pence: 'Of course' migrant children should have toothbrushes, blankets, medicine",1,Democrats in Congress refused to expand the bed space,3,3,0.820513,0.5,True,Inflammatory Language,scapegoating,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
mike pence of course migrant children should hav__p2__c1,"Mike Pence: 'Of course' migrant children should have toothbrushes, blankets, medicine",2,No American should approve of this mass influx of people coming across our border,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
westchester redlight cameras stalls in legislatu__p2__c1,westchester red-light cameras stalls in legislature,2,cash grab,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
how to turn off google maps many notifications__p0__c1,How to turn off Google Maps' many notifications,0,flood of notifications I get on a daily basis,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
at least seven killed as freak storm lashes gree__p0__c1,At least seven killed as freak storm lashes Greek resorts,0,it is really disastrous,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
at least seven killed as freak storm lashes gree__p1__c1,At least seven killed as freak storm lashes Greek resorts,1,"Chairs were flying everywhere, trees were falling",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
at least seven killed as freak storm lashes gree__p2__c1,At least seven killed as freak storm lashes Greek resorts,2,Climate change is an accelerated and self-sustaining cycle that creates new hazards,1,1,0.282051,0.5,False,Persuasive Propaganda,casual oversimplification,gpt5mini_prompt5
we are livid mural honoring philadelphia police __p0__c1,'WE ARE LIVID!': Mural Honoring Philadelphia Police Officer Killed In Line Of Duty Vandalized,0,some low-life would deface the mural,4,4,1.0,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|claude_haiku_prompt5|gemini_flash_prompt5|gpt5mini_prompt5
we are livid mural honoring philadelphia police __p1__c1,'WE ARE LIVID!': Mural Honoring Philadelphia Police Officer Killed In Line Of Duty Vandalized,1,top persecutor of this city,3,3,0.820513,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
we are livid mural honoring philadelphia police __p1__c2,'WE ARE LIVID!': Mural Honoring Philadelphia Police Officer Killed In Line Of Duty Vandalized,1,The ignorance and disrespect shown toward police is at an all time high,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
we are livid mural honoring philadelphia police __p2__c1,'WE ARE LIVID!': Mural Honoring Philadelphia Police Officer Killed In Line Of Duty Vandalized,2,the ignorance and disrespect shown toward our officers,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
we are livid mural honoring philadelphia police __p2__c2,'WE ARE LIVID!': Mural Honoring Philadelphia Police Officer Killed In Line Of Duty Vandalized,2,as minuscule as a slap on the wrist,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
third shooting death in four days prompts fear i__p1__c1,Third shooting death in four days prompts fear in La Puente community,1,the result of gang initiations,1,1,0.282051,0.5,False,Persuasive Propaganda,casual oversimplification,gpt5mini_prompt5
federal judges send 2020 census lawsuit back to __p2__c1,federal judges send 2020 census lawsuit back to lower court,2,discriminatory purpose diluting Hispanics' political power,1,1,0.282051,0.5,False,Inflammatory Language,scapegoating,gpt5mini_prompt5
federal judges send 2020 census lawsuit back to __p2__c2,federal judges send 2020 census lawsuit back to lower court,2,a speculative conspiracy theory,2,2,0.564103,0.5,True,Persuasive Propaganda,doubt,adjudicated_prompt2|gpt5mini_prompt5
scientists amazed as canadian permafrost thaws 7__p2__c1,Scientists amazed as Canadian permafrost thaws 70 years early,2,Thawing permafrost is one of the tipping points for climate breakdown,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
scientists amazed as canadian permafrost thaws 7__p3__c1,Scientists amazed as Canadian permafrost thaws 70 years early,3,"it must decarbonize our economies, and immediately",3,3,0.820513,0.5,True,Persuasive Propaganda,slogans,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
howell station neighbors call foul on plans for __p2__c1,Howell Station neighbors call foul on plans for gas station near Beltline corridor,2,claim the existing body shop is actually a service station,2,2,0.538462,0.5,True,Persuasive Propaganda,doubt,gemini_flash_prompt5|gpt5mini_prompt5
howell station neighbors call foul on plans for __p2__c2,Howell Station neighbors call foul on plans for gas station near Beltline corridor,2,pretend there's a buffer lot adjacent to the [residences],1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
mitsotakis sworn in as greek prime minister afte__p0__c1,mitsotakis sworn in as greek prime minister after big win,0,extremist right-wing Golden Dawn,2,2,0.564103,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|gpt5mini_prompt5
live rat falls from ceiling and lands on table a__p0__c1,Live rat falls from ceiling and lands on table at Buffalo Wild Wings,0,hit like a Mack truck,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
live rat falls from ceiling and lands on table a__p1__c1,Live rat falls from ceiling and lands on table at Buffalo Wild Wings,1,"construction at Howard Hughes Center, where the restaurant is located, was to blame",1,1,0.282051,0.5,False,Persuasive Propaganda,casual oversimplification,gpt5mini_prompt5
live rat falls from ceiling and lands on table a__p1__c2,Live rat falls from ceiling and lands on table at Buffalo Wild Wings,1,we are confident it was directly related,1,1,0.282051,0.5,False,Persuasive Propaganda,casual oversimplification,gpt5mini_prompt5
the walkman is turning 40   here are 13 other ga__p0__c1,The Walkman is turning 40   here are 13 other gadgets you didn't realize were over 20 years old,0,revolutionized how we consume music on the go,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
the walkman is turning 40   here are 13 other ga__p3__c1,The Walkman is turning 40   here are 13 other gadgets you didn't realize were over 20 years old,3,we've been dropping fire mix-tapes for more than 50 years now,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
top us counterterror official warns of complacen__p1__c1,"top u.s. counterterror official warns of ""complacency"" as isis spreads",1,The global nature of this can't be overestimated,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
ginsburg traveled gorsuch wrote kavanaugh coache__p0__c1,"Ginsburg traveled, Gorsuch wrote, Kavanaugh coached, Thomas taught: Supreme Court justices active in 2018",0,Trump giving Russia 'green light' to attack U.S. elections,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
ginsburg traveled gorsuch wrote kavanaugh coache__p0__c2,"Ginsburg traveled, Gorsuch wrote, Kavanaugh coached, Thomas taught: Supreme Court justices active in 2018",0,"Egregious, notorious and ongoing",1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
white supremacist convicted of charlottesville r__p0__c1,White supremacist convicted of Charlottesville rally killing asked the judge to reconsider a life sentence because of his young age,0,"white nationalist rally in Charlottesville, Virginia",1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
white supremacist convicted of charlottesville r__p0__c2,White supremacist convicted of Charlottesville rally killing asked the judge to reconsider a life sentence because of his young age,0,white supremacist Alex Fields Jr.,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
white supremacist convicted of charlottesville r__p1__c1,White supremacist convicted of Charlottesville rally killing asked the judge to reconsider a life sentence because of his young age,1,documented racist and anti-Semitic behavior by Fields,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
white supremacist convicted of charlottesville r__p1__c2,White supremacist convicted of Charlottesville rally killing asked the judge to reconsider a life sentence because of his young age,1,similar acts of domestic terrorism,1,1,0.282051,0.5,False,Inflammatory Language,demonization,gpt5mini_prompt5
mcconnell to meet with 911 first responders amid__p1__c1,McConnell to meet with 9/11 first responders amid public tensions with Jon Stewart,1,"use the program as a ""political football""",1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
baby born outside chicago police station on east__p1__c1,Baby Born Outside Chicago Police Station On Easter Meets Her 'Honorary Aunts And Uncles',1,Click for video : https://t.co/ltpIGcHKPU #ServingProtectingConnecting pic.twitter.com/mGUHgIntNI,1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
alabama woman charged in fetal death her shooter__p1__c1,"alabama woman charged in fetal death, her shooter goes free",1,100 percent avoidable,2,2,0.538462,0.5,True,Persuasive Propaganda,exaggeration,gemini_flash_prompt5|gpt5mini_prompt5
alabama woman charged in fetal death her shooter__p2__c1,"alabama woman charged in fetal death, her shooter goes free",2,"their sole responsibility is to produce a live, healthy baby",2,2,0.564103,0.5,True,Inflammatory Language,scapegoating,adjudicated_prompt2|gpt5mini_prompt5
alabama woman charged in fetal death her shooter__p2__c2,"alabama woman charged in fetal death, her shooter goes free",2,new level of inhumanity and illegality,3,3,0.820513,0.5,True,Inflammatory Language,demonization,adjudicated_prompt2|gemini_flash_prompt5|gpt5mini_prompt5
microsoft is cashing in on the biggest biotech i__p1__c1,Microsoft is cashing in on the biggest biotech IPO of 2019,1,promises to be highly lucrative,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
microsoft is cashing in on the biggest biotech i__p4__c1,Microsoft is cashing in on the biggest biotech IPO of 2019,4,"was ""a super-successful investment.""",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
truly terrifying 3 people treated for panic atta__p0__c1,'Truly terrifying': 3 people treated for panic attacks after fireworks scare inside DC's Union Station,0,The nation is terrified of being murdered by gunfire,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
get ready for gracepoint a uk whodunit redone__p0__c1,Get Ready for 'Gracepoint': A UK Whodunit Redone,0,"deliciously, nail-bitingly suspenseful story",2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
get ready for gracepoint a uk whodunit redone__p2__c1,Get Ready for 'Gracepoint': A UK Whodunit Redone,2,makes the wait until the fall 2014 season that much more unbearable,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
get ready for gracepoint a uk whodunit redone__p3__c1,Get Ready for 'Gracepoint': A UK Whodunit Redone,3,"we'll be riveted to the screen, watching transfixed",2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
get ready for gracepoint a uk whodunit redone__p3__c2,Get Ready for 'Gracepoint': A UK Whodunit Redone,3,one of the best U.K. whodunits in recent memory,2,2,0.564103,0.5,True,Persuasive Propaganda,exaggeration,adjudicated_prompt2|gpt5mini_prompt5
how the worlds first nuclearpowered aircraft car__p1__c1,How the world's first nuclear-powered aircraft carrier lives on in other US Navy flattops,1,it can't figure out how to scrap,1,1,0.282051,0.5,False,Persuasive Propaganda,doubt,gpt5mini_prompt5
how the worlds first nuclearpowered aircraft car__p2__c1,How the world's first nuclear-powered aircraft carrier lives on in other US Navy flattops,2,The launch system is more effective and efficient than the ski jumps seen on Russian and Chinese carriers,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
how the worlds first nuclearpowered aircraft car__p2__c2,How the world's first nuclear-powered aircraft carrier lives on in other US Navy flattops,2,one of the Navy's elite new Ford-class supercarriers,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
us resident freed by iran to trump get back your__p0__c1,US resident freed by Iran to Trump: 'Get back your hostages',0,your hostages from Iran,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
us resident freed by iran to trump get back your__p2__c1,US resident freed by Iran to Trump: 'Get back your hostages',2,not leave Xiyue behind,1,1,0.282051,0.5,False,Persuasive Propaganda,slogans,gpt5mini_prompt5
pennsylvania woman bitten by venomous copperhead__p1__c1,Pennsylvania woman bitten by venomous copperhead snake while doing laundry,1,an incredibly rare occurrence,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
sample asian fusion flavors at these 3 new san f__p0__c1,sample asian fusion flavors at these 3 new san francisco eateries,0,specializes in healthy food with super-fast service in a casual setting,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
sample asian fusion flavors at these 3 new san f__p0__c2,sample asian fusion flavors at these 3 new san francisco eateries,0,we've found the freshest businesses to fill the bill,1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
sample asian fusion flavors at these 3 new san f__p1__c1,sample asian fusion flavors at these 3 new san francisco eateries,1,"a broad menu of culinary delights, utilizing the freshest ingredient to bring homemade dishes straight to your table",1,1,0.282051,0.5,False,Persuasive Propaganda,exaggeration,gpt5mini_prompt5
new rally called while phoenix police chief prom__p0__c1,New rally called while Phoenix police chief promises change,0,Real change starts with the firing of the officers,2,2,0.564103,0.5,True,Persuasive Propaganda,slogans,adjudicated_prompt2|gpt5mini_prompt5
gloria vanderbilt fast facts__p0__c1,gloria vanderbilt fast facts,0,poor little rich girl,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
gloria vanderbilt fast facts__p1__c1,gloria vanderbilt fast facts,1,Gloria Morgan Vanderbilt is an unfit mother.,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
look what i did to her sons trump fires back at __p0__c1,'Look what I did to her sons.' Trump fires back at Barbara Bush remarks in new biography,0,she was nasty to me,1,1,0.282051,0.5,False,Inflammatory Language,name-calling,gpt5mini_prompt5
look what i did to her sons trump fires back at __p1__c1,'Look what I did to her sons.' Trump fires back at Barbara Bush remarks in new biography,1,low energy Jeb,4,4,1.0,0.5,True,Inflammatory Language,name-calling,adjudicated_prompt2|claude_haiku_prompt5|gemini_flash_prompt5|gpt5mini_prompt5
