article_index,article_title,paragraph_index,meta,subcategory,span,accept,deny,total_votes,accept_rate
6,george conway urges trump to resign over aborted iran strike,3,Ashrey,demonization,"""erratic, unstable, incompetent, ignorant, intellectually lazy, narcissistic, and sociopathic man whose judgment no serious, intelligent person trusts",3,0,3,1.0
6,george conway urges trump to resign over aborted iran strike,3,Aarush,exaggeration,slamming the commander in chief,2,1,3,0.666667
6,george conway urges trump to resign over aborted iran strike,3,Prerana,name-calling,"n chief as an ""erratic, unstable, incompetent, ignorant, intellectually lazy, narcissistic, and sociopathic man",3,0,3,1.0
6,george conway urges trump to resign over aborted iran strike,3,Aarush,bandwagon,"whose judgment no serious, intelligent person trusts",2,1,3,0.666667
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,0,Ashrey,no polarizing language,no polarizing language selected,2,1,3,0.666667
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,0,Aarush,no polarizing language,no polarizing language selected,2,1,3,0.666667
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,0,Prerana,doubt,Democratic congressman on Monday to demand an investigation into whether the president's son-in-law Jared Kushner similarly broke federal law.,3,0,3,1.0
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,1,Ashrey,demonization,benefited from special treatment; as with his many deceptions regarding his security clearance this is something no rank-and-file federal employee would get away with,2,1,3,0.666667
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,1,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,1,Prerana,no polarizing language,no polarizing language selected,0,3,3,0.0
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,1,Prerana,doubt,"Kushner's ""poor track record of compliance with the spirit of the Hatch Act,",2,1,3,0.666667
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,1,Prerana,name-calling,Jared Kushner has repeatedly benefited from special treatment,1,2,3,0.333333
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,1,Prerana,doubt,We have strong reason to believe that Jared Kushner is in violation of both the spirit and the letter,3,0,3,1.0
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,2,Ashrey,no polarizing language,no polarizing language selected,0,3,3,0.0
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,2,Aarush,no polarizing language,no polarizing language selected,0,3,3,0.0
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,2,Prerana,demonization,mp 'ÄãDonald Trump's Refusal to Fire Kellyanne Conway is 'Dangerous' and She Should Resign:,2,1,3,0.666667
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,2,Prerana,casual oversimplification,"""it looks to me like they're trying to take away her right to free speech and that's just not fair.",3,0,3,1.0
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,2,Prerana,name-calling,Jared Kushner lied on his SF-86 form and must lose his security clearance,0,5,5,0.0
7,Did Jared Kushner Violate the Hatch Act? Democrats Request Investigation After Kellyanne Conway Findings,2,Prerana,no polarizing language,no polarizing language selected,0,3,3,0.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",0,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",0,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",0,Prerana,exaggeration,undercutting much of the promise of last year's historic Am,1,2,3,0.333333
8,"ron desantis signs amendment 4 bill, limiting felon voting",0,Prerana,name-calling,"ublican-controlled Legislature was called a ""poll tax"" by critics",2,1,3,0.666667
8,"ron desantis signs amendment 4 bill, limiting felon voting",0,Prerana,exaggeration,nfranchise hundreds of thousands of felons,1,2,3,0.333333
8,"ron desantis signs amendment 4 bill, limiting felon voting",1,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",1,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",1,Prerana,name-calling,out one of the most racist and enduring policie,2,1,3,0.666667
8,"ron desantis signs amendment 4 bill, limiting felon voting",1,Prerana,no polarizing language,no polarizing language selected,3,0,3,1.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",2,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",2,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",2,Prerana,no polarizing language,no polarizing language selected,3,0,3,1.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",3,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",3,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
8,"ron desantis signs amendment 4 bill, limiting felon voting",3,Prerana,name-calling,Republicans' approach is confusing and expensive.,0,4,4,0.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",0,Ashrey,no polarizing language,no polarizing language selected,3,0,3,1.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",0,Aarush,no polarizing language,no polarizing language selected,3,0,3,1.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",0,Prerana,name-calling,his record of hostility toward LGBTQ,1,2,3,0.333333
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",0,Prerana,exaggeration,ore than a year because of his extreme views on,0,3,3,0.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",0,Prerana,exaggeration,"omen Act ""a grave mistake.",2,1,3,0.666667
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",0,Prerana,casual oversimplification,"Kacsmaryk called the law "" a bad idea """,1,2,3,0.333333
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,Ashrey,demonization,"He signed a 2016 letter that called being transgender ""a delusion.""",3,0,3,1.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,Ashrey,doubt,What?) Senate Minority Leader Chuck Schumer (D-N.Y.) wondered aloud how anyone could expect Kacsmaryk to be a fair and impartial judge,3,0,3,1.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,Ashrey,demonization,"unconstrained by nature or biology, and that marriage, sexuality, gender identity, and even the unborn child must yield to the erotic desires of liberated adults",3,0,3,1.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,Aarush,doubt,wondered aloud how anyone could expect Kacsmaryk to be a fair and impartial judge.,3,0,3,1.0
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,Prerana,name-calling,"alled being transgender ""a delusion.""",1,2,3,0.333333
9,"senate confirms judge who attacked roe v. wade, called being transgender 'a delusion'",1,Prerana,demonization,", a celestial phenomenon invisible to the non-lawyer eye.""",0,3,3,0.0
